Literal,row_count,unique_codes,unique_y_categories,codes,y_categories,is_duplicate_literal,same_literal_multiple_codes,same_literal_multiple_y_categories
febril 2,1,1,1,78061,7,False,False,False
febril Postoperatorio,1,1,1,R5082,R,False,False,False
febril parto,1,1,1,O752,O,False,False,False
febril postparto,1,1,1,O864,O,False,False,False
febriles,1,1,1,R509,R,False,False,False
febrícula,1,1,1,R509,R,False,False,False
febrícula 2,1,1,1,78061,7,False,False,False
febrícula intraparto,1,1,1,O752,O,False,False,False
fecaloma rectal,1,1,1,K5641,K,False,False,False
ferida menton,1,1,1,87344,8,False,False,False
ferida quirurgica,1,1,1,E8788,E,False,False,False
ferida quirúrgica,1,1,1,E8788,E,False,False,False
ferro,1,1,1,3E033GC,3,False,False,False
ferropenia,1,1,1,27509,2,False,False,False
ferroterápia,1,1,1,3E033GC,3,False,False,False
feto 1 podalica,1,1,1,O322XX1,O,False,False,False
feto Grande para edad gestacional,1,1,1,O3663X0,O,False,False,False
feto en transversa,1,1,1,O322XX0,O,False,False,False
feto grande para edad gestacional,1,1,1,O3663X0,O,False,False,False
feto grande para edad gestacional.,1,1,1,O3663X0,O,False,False,False
feto macrosómico,1,1,1,O3663X0,O,False,False,False
feto vivo,1,1,1,Z370,Z,False,False,False
fiabre,1,1,1,R509,R,False,False,False
fibrilación auricular rapida,1,1,1,I4891,I,False,False,False
fibrinogeno,1,1,1,30233T1,3,False,False,False
fibrinógeno,1,1,1,9906,9,False,False,False
fibroAdenoma juvenil,1,1,1,90300,9,False,False,False
fibroLEIOMIOMA,1,1,1,88900,8,False,False,False
fibroadenoma mAMA DER,1,1,1,D241,D,False,False,False
fibroadenoma mama derecha,1,1,1,D241,D,False,False,False
fibroadenoma mama izq,1,1,1,D242,D,False,False,False
fibroadenoma mama izquierda,1,1,1,D242,D,False,False,False
fibroadenomas,1,1,1,90100,9,False,False,False
fibrobroncoscopia,1,1,1,0BJ08ZZ,0,False,False,False
fibrobroncoscopia bas,1,1,1,3324,3,False,False,False
fibrobroncoscopia biopsia,1,1,1,3324,3,False,False,False
fibroma ovario,1,1,1,220,2,False,False,False
fibrosis mama,1,1,1,6103,6,False,False,False
fibrosis mama izquierda,1,1,1,N6022,N,False,False,False
fibrosis quistica,1,1,1,E849,E,False,False,False
fibrosis quísitca,1,1,1,E849,E,False,False,False
fiebre,1,1,1,78060,7,False,False,False
fiebre 2,1,1,1,78061,7,False,False,False
fiebre de origen desconocido,1,1,1,78060,7,False,False,False
fiebre intradialisis,1,1,1,R509,R,False,False,False
fiebre intraparto,1,1,1,O752,O,False,False,False
fiebre materna,1,1,1,O752,O,False,False,False
fiebre materna part,1,1,1,65921,6,False,False,False
fiebre parto,1,1,1,O752,O,False,False,False
fiebre persistente,1,1,1,R509,R,False,False,False
fiebre posparto,1,1,1,67202,6,False,False,False
fiebre postparto,1,1,1,67202,6,False,False,False
fiebre prolongada,1,1,1,R509,R,False,False,False
fiebre puerperal,1,1,1,O864,O,False,False,False
fimosi,1,1,1,640,6,False,False,False
fistula oroantral,1,1,1,4730,4,False,False,False
fistula piel,1,1,1,L988,L,False,False,False
fistula qx,1,1,1,9986,9,False,False,False
fistulectomia piel,1,1,1,863,8,False,False,False
fisura anal part,1,1,1,O9962,O,False,False,False
flegmo periamigdalar,1,1,1,475,4,False,False,False
flegmon periamigdali,1,1,1,475,4,False,False,False
folicular ovari,1,1,1,6200,6,False,False,False
folicular ovario,1,1,1,6200,6,False,False,False
foliculitis,1,1,1,L739,L,False,False,False
foliculo ovario,1,1,1,6200,6,False,False,False
foraminotomia l5-s1,1,1,1,00NY0ZZ,0,False,False,False
forceps,1,1,1,720,7,False,False,False
forceps episio,1,1,1,721,7,False,False,False
forceps fallido,1,1,1,O665,O,False,False,False
fosfomicina,1,1,1,3E03329,3,False,False,False
fotosensibilidad solar,1,1,1,L562,L,False,False,False
fototerapia,1,1,1,6A600ZZ,6,False,False,False
fr. supracondílea húmero,1,1,1,81241,8,False,False,False
fracaso de induccion,1,1,1,O610,O,False,False,False
fracaso de inducción,1,1,1,O610,O,False,False,False
fracaso renal agudo,1,1,1,N179,N,False,False,False
fractura cranial,1,1,1,S020XXA,S,False,False,False
fractura cubit esquerre,1,1,1,S52202A,S,False,False,False
fractura de humero proximal izquierdo,1,1,1,S42202A,S,False,False,False
fractura de húmero derecho,1,1,1,81220,8,False,False,False
fractura de húmero proximal derecho,1,1,1,S42201A,S,False,False,False
fractura de olécranon izquierdo,1,1,1,S52022A,S,False,False,False
fractura de pilon tibial izquierdo,1,1,1,S82872A,S,False,False,False
fractura dent,1,1,1,87363,8,False,False,False
fractura diente,1,1,1,87363,8,False,False,False
fractura estiloides,1,1,1,81343,8,False,False,False
fractura malar,1,1,1,8024,8,False,False,False
fractura nasal,1,1,1,8020,8,False,False,False
fractura olecranon derecho,1,1,1,S52021A,S,False,False,False
fractura patologica vertebra,1,1,1,73313,7,False,False,False
fractura perone derecho,1,1,1,S82401A,S,False,False,False
fractura pertrocanterea femur derecho,1,1,1,S72101A,S,False,False,False
fractura pertrocantérea de fémur derecho,1,1,1,S72101A,S,False,False,False
fractura radio distal izquierdo,1,1,1,S52502A,S,False,False,False
fractura seno maxilar izquierdo,1,1,1,S0240DA,S,False,False,False
fractura subcapital femur izquierdo,1,1,1,S72012A,S,False,False,False
fractura subtrocantérica de fémur derecho,1,1,1,S7221XA,S,False,False,False
fractura supracondílea de húmero derecho,1,1,1,S42411A,S,False,False,False
fractura trimaleolar,1,1,1,S82856A,S,False,False,False
fractura ángulo mandibular,1,1,1,80225,8,False,False,False
fragil,1,1,1,797,7,False,False,False
fuamdora 2t,1,1,1,O99332,O,False,False,False
fuamdora parto,1,1,1,F17210,F,False,False,False
fuma,1,1,1,3051,3,False,False,False
fumador,1,1,1,3051,3,False,False,False
fumadora,1,1,1,F17210,F,False,False,False
fumadora 2t,1,1,1,O99332,O,False,False,False
fumadora 3t,1,1,1,O99333,O,False,False,False
fumadora puerperio,1,1,1,64904,6,False,False,False
fumadora rn,1,1,1,P048,P,False,False,False
fumar,1,1,1,F17210,F,False,False,False
furosemida,1,1,1,3E033GC,3,False,False,False
futbol,1,1,1,Y9366,Y,False,False,False
fx,1,1,1,V1551,V,False,False,False
fx cabeza de fémur,1,1,1,82009,8,False,False,False
fx h,1,1,1,V1551,V,False,False,False
fístula perianal,1,1,1,K603,K,False,False,False
fístula rectovaginal,1,1,1,6191,6,False,False,False
fístula vésico-vaginal,1,1,1,N820,N,False,False,False
fórceps episio,1,1,1,721,7,False,False,False
fútbol,1,1,1,Y9366,Y,False,False,False
g935,1,1,1,G935,G,False,False,False
gCP,1,1,1,O480,O,False,False,False
gafas nasales,1,1,1,3E0F7SF,3,False,False,False
gamma anti d,1,1,1,9911,9,False,False,False
gamma globulina anti-D,1,1,1,30233S1,3,False,False,False
gammablobulina anti D,1,1,1,65611,6,False,False,False
gammaglobulina anti-d,1,1,1,3E0234Z,3,False,False,False
gammaglobulina antiD,1,1,1,65611,6,False,False,False
gammaglobulinas,1,1,1,9914,9,False,False,False
gammagrafía ósea,1,1,1,CP1Z1ZZ,C,False,False,False
gammapatía monoclonal,1,1,1,D472,D,False,False,False
gammunoglobulina anti-D,1,1,1,O360130,O,False,False,False
gangli centinella,1,1,1,4011,4,False,False,False
ganglio centinella,1,1,1,4023,4,False,False,False
gardenella,1,1,1,B9689,B,False,False,False
gardenerella,1,1,1,04189,0,False,False,False
gardnerella,1,1,1,B9689,B,False,False,False
gasometría,1,1,1,4A13XR1,4,False,False,False
gastrectomia parcial,1,1,1,4389,4,False,False,False
gastrectomia vertical laparoscopica,1,1,1,4382,4,False,False,False
gastrectomía,1,1,1,Z903,Z,False,False,False
gastritis,1,1,1,53550,5,False,False,False
gastritis atrófica,1,1,1,K2940,K,False,False,False
gastritis autoinmune,1,1,1,K2960,K,False,False,False
gastritis crónica part,1,1,1,O9962,O,False,False,False
gastritis parto,1,1,1,O9962,O,False,False,False
gastroenteritisaguda,1,1,1,5589,5,False,False,False
gastrografín,1,1,1,3E0G7KZ,3,False,False,False
gastroparesia,1,1,1,5363,5,False,False,False
gea,1,1,1,K529,K,False,False,False
gea Rotavirus,1,1,1,A080,A,False,False,False
gemelar,1,1,1,P015,P,False,False,False
gemelar BC/BA,1,1,1,O30043,O,False,False,False
gemelar anteparto,1,1,1,65103,6,False,False,False
gemelar bicorial /biamniótica,1,1,1,O30043,O,False,False,False
gemelar bicorial biamniótica,1,1,1,O30043,O,False,False,False
gemelar bicorial-biamniotica,1,1,1,O30043,O,False,False,False
gemelar bicorial-biamniótica,1,1,1,O30043,O,False,False,False
gemelar bicorial/biamniótica,1,1,1,O30043,O,False,False,False
gemelar monocorial biamniotica,1,1,1,O30033,O,False,False,False
gemelar monocorial-biamniótica,1,1,1,O30033,O,False,False,False
gemelar rn,1,1,1,P015,P,False,False,False
gemelo,1,1,1,P015,P,False,False,False
gemelos,1,1,1,65101,6,False,False,False
gemelos vivos,1,1,1,Z372,Z,False,False,False
gentamicina,1,1,1,3E03329,3,False,False,False
gestacion bicorial biamniotica,1,1,1,O30043,O,False,False,False
gestacion cronologicamente prolongada,1,1,1,O480,O,False,False,False
gestacional no controlada,1,1,1,V237,V,False,False,False
gestación anembrionada,1,1,1,O029,O,False,False,False
gestación cronológicamente prolongada,1,1,1,64511,6,False,False,False
gestación cronológicamente prolongada.,1,1,1,O480,O,False,False,False
gestación ectópica tubárica derecha,1,1,1,O00101,O,False,False,False
gestación en vías de prolongación,1,1,1,O480,O,False,False,False
gestación en vías de prolongación.,1,1,1,O480,O,False,False,False
gestación gemelar anteparto,1,1,1,65103,6,False,False,False
gestación gemelar bicorial-biamniótica,1,1,1,O30043,O,False,False,False
gestación gemelar part,1,1,1,65101,6,False,False,False
gestación gemelos,1,1,1,65101,6,False,False,False
gestación no controlada,1,1,1,O0930,O,False,False,False
gestación no evolutiva,1,1,1,O034,O,False,False,False
gestación prolongada,1,1,1,O480,O,False,False,False
gestante de 30 semanas,1,1,1,Z3A30,Z,False,False,False
gestante de 40,1,1,1,O480,O,False,False,False
gestración cronologicamente prolongada,1,1,1,O480,O,False,False,False
geu izquierdo,1,1,1,O00102,O,False,False,False
ginecomàstia,1,1,1,N62,N,False,False,False
gingivoestomatitis herpètica,1,1,1,B002,B,False,False,False
girpe A,1,1,1,J101,J,False,False,False
glaucoma,1,1,1,H409,H,False,False,False
glioblastoma témporo-occipital izquierdo,1,1,1,C718,C,False,False,False
glioma de alto grado,1,1,1,1919,1,False,False,False
glomerulonefritis,1,1,1,N059,N,False,False,False
glosectomia total,1,1,1,253,2,False,False,False
glosodinia,1,1,1,5296,5,False,False,False
gluten,1,1,1,5790,5,False,False,False
goanrtrosis izq,1,1,1,M1712,M,False,False,False
golpe deporte,1,1,1,E9170,E,False,False,False
gonalgia derecha,1,1,1,M25561,M,False,False,False
gonalgia izquierda,1,1,1,M25562,M,False,False,False
gonartrosis,1,1,1,71536,7,False,False,False
gonartrosis bilateral,1,1,1,M170,M,False,False,False
gonartrosis dcha,1,1,1,M1711,M,False,False,False
gonartrosis izquierda,1,1,1,M1712,M,False,False,False
gonococo,1,1,1,0980,0,False,False,False
gota,1,1,1,M109,M,False,False,False
grado I,1,1,1,0HQ9XZZ,0,False,False,False
granuloma orbitario,1,1,1,37611,3,False,False,False
granulomas hepáticos,1,1,1,K753,K,False,False,False
graves,1,1,1,E0500,E,False,False,False
gripe A.,1,1,1,J101,J,False,False,False
grupo sanguineo A positivo,1,1,1,Z6710,Z,False,False,False
grupo sanguineo materno A rh positivo,1,1,1,Z6710,Z,False,False,False
grupo sanguineo: A rh positivo,1,1,1,Z6710,Z,False,False,False
h FX,1,1,1,V1551,V,False,False,False
h Fractura,1,1,1,V1551,V,False,False,False
h Fracturas,1,1,1,V1551,V,False,False,False
h fr,1,1,1,V1551,V,False,False,False
h fracura,1,1,1,V1551,V,False,False,False
hTA gestacional parto,1,1,1,64231,6,False,False,False
ha Carcinoma basocelular,1,1,1,V1083,V,False,False,False
ha Cáncer de mama,1,1,1,V103,V,False,False,False
ha Tuberculosis,1,1,1,Z8611,Z,False,False,False
ha ca mama,1,1,1,V103,V,False,False,False
ha tbc,1,1,1,Z8611,Z,False,False,False
ha tuberculosa,1,1,1,Z8611,Z,False,False,False
hallux valgus 1,1,1,1,0MQS3ZZ,0,False,False,False
hallux valgus bilateral,1,1,1,M2011,M,False,False,False
halluz valgus 1,1,1,1,0MQS3ZZ,0,False,False,False
hamartoma hipotalámico,1,1,1,Q858,Q,False,False,False
hashimoto parto,1,1,1,O99284,O,False,False,False
hbp,1,1,1,N400,N,False,False,False
hellp,1,1,1,O1424,O,False,False,False
hemangioma,1,1,1,91200,9,False,False,False
hemangioma HIGADO,1,1,1,D1803,D,False,False,False
hemangioma cavernoso,1,1,1,D1802,D,False,False,False
hemangioma en L4,1,1,1,D1809,D,False,False,False
hemangioma hepatica,1,1,1,22804,2,False,False,False
hemangioma hepatico,1,1,1,D1803,D,False,False,False
hemangioma hepático,1,1,1,22804,2,False,False,False
hemangiomas,1,1,1,91200,9,False,False,False
hematemesis,1,1,1,5780,5,False,False,False
hematoma qx,1,1,1,99812,9,False,False,False
hematoma subcutáneo no traumatico,1,1,1,72992,7,False,False,False
hematoma subdural traumatico,1,1,1,S065X0A,S,False,False,False
hematoma vaginal posparto,1,1,1,66572,6,False,False,False
hematomas,1,1,1,M7981,M,False,False,False
hematuri,1,1,1,R319,R,False,False,False
hematuria,1,1,1,59970,5,False,False,False
hematuria microscopica,1,1,1,R3129,R,False,False,False
hematúrica,1,1,1,R319,R,False,False,False
hemianopsia,1,1,1,36846,3,False,False,False
hemibloqueo anterior,1,1,1,4262,4,False,False,False
hemicolectomia izq,1,1,1,4575,4,False,False,False
hemicolectomía derecha,1,1,1,V4572,V,False,False,False
hemiparesia braquiocrural derecha,1,1,1,34291,3,False,False,False
hemiparesia derecha,1,1,1,G8191,G,False,False,False
hemiparesia izquierda,1,1,1,G8194,G,False,False,False
hemiparesia izquierda residual,1,1,1,I69354,I,False,False,False
hemiplejía izquierda,1,1,1,G8194,G,False,False,False
hemitiroidectomía,1,1,1,V1229,V,False,False,False
hemivèrtebra,1,1,1,Q7649,Q,False,False,False
hemocromatosis,1,1,1,E83119,E,False,False,False
hemocultivo positivos,1,1,1,R7881,R,False,False,False
hemoderivados,1,1,1,30233N1,3,False,False,False
hemoderivats,1,1,1,9904,9,False,False,False
hemodiálisis,1,1,1,Z992,Z,False,False,False
hemodiálsis,1,1,1,Z992,Z,False,False,False
hemofilia,1,1,1,D66,D,False,False,False
hemofilia parto,1,1,1,O9912,O,False,False,False
hemoperitoneo,1,1,1,56881,5,False,False,False
hemoperitoneo post punción folicular,1,1,1,56881,5,False,False,False
hemoperitoneo qx,1,1,1,99811,9,False,False,False
hemoperitoneo tras punción folicular,1,1,1,K661,K,False,False,False
hemoptisi,1,1,1,78630,7,False,False,False
hemoptisis,1,1,1,78630,7,False,False,False
hemoroide int,1,1,1,K648,K,False,False,False
hemorragia digestiva,1,1,1,K922,K,False,False,False
hemorragia digestiva alta,1,1,1,K922,K,False,False,False
hemorragia pospARTO,1,1,1,O721,O,False,False,False
hemorragia posparto,1,1,1,66612,6,False,False,False
hemorragia post parto,1,1,1,O721,O,False,False,False
hemorragia post-parto,1,1,1,O721,O,False,False,False
hemorragia postparto,1,1,1,O721,O,False,False,False
hemorragia pp,1,1,1,O721,O,False,False,False
hemorragia puerperal,1,1,1,O721,O,False,False,False
hemorragia uterina,1,1,1,N938,N,False,False,False
hemorroidal posparto,1,1,1,67182,6,False,False,False
hemorroide externo,1,1,1,4553,4,False,False,False
hemorroides,1,1,1,K649,K,False,False,False
hemorroides PUERPERIO,1,1,1,O872,O,False,False,False
hemorroides internas prolapsadas,1,1,1,4552,4,False,False,False
hemorroides pp,1,1,1,O872,O,False,False,False
hemostasia,1,1,1,0W363ZZ,0,False,False,False
hemparesia derecha,1,1,1,G8191,G,False,False,False
henria inguinal izquierda,1,1,1,K4090,K,False,False,False
hepatitis B,1,1,1,B181,B,False,False,False
hepatitis C parto,1,1,1,64761,6,False,False,False
hepatitis cronica,1,1,1,57140,5,False,False,False
hepatomegalia,1,1,1,R160,R,False,False,False
hepatopatía,1,1,1,K769,K,False,False,False
hepatopatía crónica,1,1,1,K769,K,False,False,False
herida,1,1,1,T148XXA,T,False,False,False
herida muslo izquierdo,1,1,1,S71102A,S,False,False,False
herida quirúrgica,1,1,1,E8788,E,False,False,False
hernia diafragmática,1,1,1,K449,K,False,False,False
hernia diafragmática fetal parto,1,1,1,65581,6,False,False,False
hernia discal,1,1,1,M519,M,False,False,False
hernia discal L2- L3,1,1,1,M5126,M,False,False,False
hernia discal cervical,1,1,1,M5020,M,False,False,False
hernia epigástrica,1,1,1,K439,K,False,False,False
hernia hiatal,1,1,1,5533,5,False,False,False
hernia hiato,1,1,1,K449,K,False,False,False
hernia hiato parto,1,1,1,K449,K,False,False,False
hernia incisional malla,1,1,1,0WUF0JZ,0,False,False,False
hernia inguinal,1,1,1,K4090,K,False,False,False
hernia inguinal derecha incarcerada,1,1,1,K4030,K,False,False,False
hernia inguinal derecha malla,1,1,1,0YU50JZ,0,False,False,False
hernia inguinal izq,1,1,1,K4090,K,False,False,False
hernia inguinal izquierda recidivada,1,1,1,55091,5,False,False,False
hernia inguinalbilateral,1,1,1,55092,5,False,False,False
hernia supraumbilical,1,1,1,K439,K,False,False,False
hernioplastia crural derecha malla,1,1,1,0YU70JZ,0,False,False,False
hernioplastia inguinal bilateral con malla,1,1,1,0YUA0JZ,0,False,False,False
hernioplastia inguinal bilateral malla,1,1,1,0YUA0JZ,0,False,False,False
hernioplastia inguinal derecha,1,1,1,0YQ50ZZ,0,False,False,False
hernioplastia inguinal derecha abierta,1,1,1,0YU50JZ,0,False,False,False
hernioplastia inguinal derecha con colocación de malla,1,1,1,0YU50JZ,0,False,False,False
hernioplastia inguinal izquierda con malla,1,1,1,0YU60JZ,0,False,False,False
hernioplastia inguinal izquierda laparoscópica,1,1,1,0YU64JZ,0,False,False,False
hernioplastia inguinal izquierda malla,1,1,1,0YU60JZ,0,False,False,False
hernioplastia umbilical con malla,1,1,1,0WUF0JZ,0,False,False,False
herniorrafia inguinal bilateral,1,1,1,0YQA0ZZ,0,False,False,False
herniorrafia inguinal izquierda,1,1,1,5300,5,False,False,False
herniorrafia umbilical,1,1,1,5349,5,False,False,False
herpes vulvar,1,1,1,A6004,A,False,False,False
herpes zoster,1,1,1,B029,B,False,False,False
hh,1,1,1,K449,K,False,False,False
hidramnios,1,1,1,O403XX0,O,False,False,False
hidratación intravenosa,1,1,1,3E0337Z,3,False,False,False
hidrocefalia,1,1,1,3314,3,False,False,False
hidrocefalia congenita,1,1,1,7423,7,False,False,False
hidrocefalia obstructiva,1,1,1,G911,G,False,False,False
hidrocele,1,1,1,6039,6,False,False,False
hidrocortisona,1,1,1,3E0333Z,3,False,False,False
hidroelectrolítica,1,1,1,3E0337Z,3,False,False,False
hidronefrosi congenita,1,1,1,75329,7,False,False,False
hidronefrosis fetal parto,1,1,1,65581,6,False,False,False
hidrosálpinx,1,1,1,6141,6,False,False,False
hierro endovenoso,1,1,1,9929,9,False,False,False
hierro intravenoso,1,1,1,3E033GC,3,False,False,False
hierro iv,1,1,1,3E033GC,3,False,False,False
higado parto,1,1,1,64671,6,False,False,False
hii,1,1,1,K4090,K,False,False,False
hijo de madre diabetica,1,1,1,P701,P,False,False,False
hijo de madre diabética,1,1,1,P701,P,False,False,False
hiperbilirrubinemia,1,1,1,E806,E,False,False,False
hipercalcemia,1,1,1,E8352,E,False,False,False
hipercapnia leve,1,1,1,R0689,R,False,False,False
hipercloremia,1,1,1,E878,E,False,False,False
hipercolesterinemia,1,1,1,E7800,E,False,False,False
hipercolesterolemia familiar,1,1,1,E7801,E,False,False,False
hipercolesterolemia part,1,1,1,O99284,O,False,False,False
hipercolesterolemia parto,1,1,1,O99284,O,False,False,False
hiperemesis gravídica,1,1,1,O210,O,False,False,False
hiperesplenismo,1,1,1,D731,D,False,False,False
hiperestimulacion ovarios,1,1,1,N981,N,False,False,False
hiperglicemia dm,1,1,1,25090,2,False,False,False
