dataset,Literal_required_clean,token_len
leaderboard,cin 1 parto,5
leaderboard,prolactinoma,5
leaderboard,Drenaje torácico,4
leaderboard,histerectomia lap,7
leaderboard,malformación arteriovenosa cerebral,5
leaderboard,Annexectomia dreta,6
leaderboard,celiaca parto,4
leaderboard,Historia de tromboflebitis,6
leaderboard,circuncision,5
leaderboard,sindrome Nefrotico,5
leaderboard,Pólipos endometriales,6
leaderboard,Urticaria,4
leaderboard,Pielonefritis Aguda,5
leaderboard,rn mort,6
leaderboard,O30.032,7
leaderboard,amenorrea primaria,4
leaderboard,Hernia discal L5-S1,9
leaderboard,podalica 2,6
leaderboard,antibiotico,3
leaderboard,aneurisma de aorta torácica ascendente,7
leaderboard,histerectomía lap,5
leaderboard,teratoma ovario izq,6
leaderboard,Histerectomía total abd,5
leaderboard,ca mama izqu,6
leaderboard,OSTEOPENIA,5
leaderboard,desgarro vaginal,4
leaderboard,Úlcera estómago,4
leaderboard,acalasia,4
leaderboard,Limfadenectomia axilar,7
leaderboard,Sindrome depresivo,4
leaderboard,sincope,3
leaderboard,anticoagulació,4
leaderboard,gastritis crónica atrófica,5
leaderboard,Prótesis de cadera izquierda,6
leaderboard,Flemo parafaringi,8
leaderboard,prótesis mano derecha,5
leaderboard,hiperprolactinemia,6
leaderboard,salpinguectomía geu izq lap,11
leaderboard,Oxigenoteràpia,4
leaderboard,rciu anteparto,7
leaderboard,hepatoblastoma,4
leaderboard,pesario cervical,5
leaderboard,Quist esplènic,7
leaderboard,deficit factor VII parto,6
leaderboard,discopatía degenerativa lumbar,6
leaderboard,alergias: níquel,5
leaderboard,NEOPLASIA VESICAL cara lateral,10
leaderboard,Induccion médica de parto,8
leaderboard,endometriosis ovario,4
leaderboard,Mtx hepáticas,5
leaderboard,Bulbitis erosiva,5
leaderboard,RTU-Vesical,7
leaderboard,Adherencias pélvicas,6
leaderboard,Abdominalgia,5
leaderboard,RX de pelvis,5
leaderboard,Nefrostomía percutánea derecha,7
leaderboard,Grupo sanguíneo materno: O Rh: Positivo,10
leaderboard,BOLSA ROTA,6
leaderboard,diabética,3
leaderboard,Hernias lumbares,5
leaderboard,DOLOR PÉLVICO CRÓNICO,10
leaderboard,recambio de expansor,6
leaderboard,TAC abd,4
leaderboard,carcinoma papilar tiroides,5
leaderboard,GsRh; O positivo,9
leaderboard,Enfermedad Behcet,5
leaderboard,vía pública,4
leaderboard,degeneración lumbar,4
leaderboard,mareo,3
leaderboard,EXTRACCION MANUAL placenta,7
leaderboard,Antibioticoterapia,5
leaderboard,Acidosis perinatal,5
leaderboard,Escoliosis part,5
leaderboard,sospecha de pérdida de bienestar fetal,8
leaderboard,S.aureus,6
leaderboard,HISTORIA PERSONAL DE QUIMIOTERAPIA ANTINEOPLASICA,13
leaderboard,Cefalea migrañosa,5
leaderboard,345.00,5
leaderboard,accidnet d,6
leaderboard,inhibicion lactea,6
leaderboard,Síndrome adherencial,5
leaderboard,Cardiopatía fetal,4
leaderboard,obesidad exógena,5
leaderboard,Vitíligo,5
leaderboard,perineorrafia,5
leaderboard,lloc,4
leaderboard,gemelar monocorial biamniotico,10
leaderboard,Pólipo endometrial,5
leaderboard,grietas pezon posparto,6
leaderboard,Déficit neurológico,4
leaderboard,infeccion ptc,5
leaderboard,tged,4
leaderboard,Placenta: retenida,8
leaderboard,angiomas hepáticos,5
leaderboard,Insuficiència venosa crònica,7
leaderboard,Cuerpo extraño,4
leaderboard,Equimosis espontànies,7
leaderboard,Divertículosis colónica,6
leaderboard,no progresión del parto,6
leaderboard,Diabetes gestacional,4
leaderboard,utero bicorne,6
leaderboard,Biopsia renal esq,6
leaderboard,Leiomiomas,6
leaderboard,migraña part,4
leaderboard,bebe alcohol,4
leaderboard,"Grupo A+,",5
leaderboard,Hipotiroidismo quirúrgicas parto,5
leaderboard,preeclampsia leve,4
leaderboard,angina crónica estable,5
leaderboard,Hidrocele testicular bilateral,6
leaderboard,E. Coli,5
leaderboard,SOP PARTO,5
leaderboard,Síndrome ansioso-depresivo parto,7
leaderboard,Otitis Mitjana crónica,6
leaderboard,anti D jose,6
leaderboard,ca Mama derecha,5
leaderboard,Barro biliar,5
leaderboard,Weil,4
leaderboard,sialorrea,3
leaderboard,zika parto,4
leaderboard,Litiasis renal,4
leaderboard,Circular,4
leaderboard,playa,3
leaderboard,psoriasis parto,4
leaderboard,salpinguectomía bilateral vía laparóscopica,13
leaderboard,Alergia al ibuprofeno,5
leaderboard,incontinencia fecal,4
leaderboard,COLITIS ULCEROSA,7
leaderboard,Depresion,5
leaderboard,Grupo 0 POSITIVO,5
leaderboard,Hipereactividad Bronquial,7
leaderboard,Úlcera gástrica,4
leaderboard,hiperaldosteronismo primario,6
leaderboard,Sobrepeso,4
leaderboard,litiasis ureteral,4
leaderboard,lipoma en antebrazo izquierdo,6
leaderboard,ecografías abdómino-renal,8
leaderboard,gastroscopia con biopsia,5
leaderboard,INSUFICIENCIA CARDIACA,4
leaderboard,Mastectomia tipo Madden mama derecha,9
leaderboard,Ansiedad y depresión,5
leaderboard,podalica,5
leaderboard,S. marcescens,7
leaderboard,neoplasia pancreática,4
leaderboard,angina de esfuerzo,5
leaderboard,Alteración de transaminasas,5
leaderboard,ELONGACION CERVICAL,7
leaderboard,S82.62XA,7
leaderboard,intolerancia gluten parto,5
leaderboard,Hipotiroidismo parto,4
leaderboard,insulina,3
leaderboard,Hepatitis crónica VHC,5
leaderboard,colecistectomía laparoscópica,4
leaderboard,uretrografia retrògrada,8
leaderboard,anemización,3
leaderboard,cirrosis biliar,4
leaderboard,ANEXECTOMÍA IZQUIERDA,7
leaderboard,ADHERENCIAS,5
leaderboard,Rechazo de la ingesta,7
leaderboard,Ureterocele congènit,9
leaderboard,K91.0,6
leaderboard,CA escamoso de cérvix,6
leaderboard,SAHOS,4
leaderboard,eco 1t,5
leaderboard,alergia a PENICILINA,6
leaderboard,Soplo cardíaco,5
leaderboard,Atresia esofàgica,8
leaderboard,Flemon dentario,5
leaderboard,Prurito sine materia,6
leaderboard,Apendicitis aguda,5
leaderboard,sulfonilureas,3
leaderboard,taquicardia parto,4
leaderboard,III plano OIIA,7
leaderboard,extrasístoles ventriculares,4
leaderboard,asma parto,4
leaderboard,Rubeola No inmune,7
leaderboard,Enfisema,5
leaderboard,Madden izq,5
leaderboard,donación de médula ósea,6
leaderboard,prótesis auditiva,4
leaderboard,40+5 sg,7
leaderboard,SINTROM,4
leaderboard,prematuro 2000,4
leaderboard,b9689,6
leaderboard,Ecografía transfontanelar,7
leaderboard,acenocumarol,3
leaderboard,Refluxe gastroesofàgic,9
leaderboard,alergia a tramadol,5
leaderboard,síndrome de hiperestimulación ovárica,7
leaderboard,biopsiade ganglio centinela,6
leaderboard,hemitiroidectomía derecha,6
leaderboard,salpingectomía bilateral,6
leaderboard,75.4,5
leaderboard,Deficit Proteina S parto,7
leaderboard,cefuroxima,3
leaderboard,Cuadros sincopales,6
leaderboard,poliquistosis hepatorrenal,7
leaderboard,hábito enólico,4
leaderboard,Trastorno obsesivo compulsivo,5
leaderboard,ALERGIAS: CEFUROXIMA,9
leaderboard,rUBEOLA NO INMUNE,9
leaderboard,Duodenitis,5
leaderboard,obesidad parto,4
leaderboard,Grupo A+ Rh,6
leaderboard,prótesis invertida de hombro derecho,7
leaderboard,golpe contra muro,5
leaderboard,gemelar monocorial biamniótica,10
leaderboard,Colangio - RMN,6
leaderboard,DISTOCIA DE HOMBROS,8
leaderboard,Intolerancia a la Lactosa,7
leaderboard,Mioma PARTO,6
leaderboard,excision ovario derecho lap,9
leaderboard,Adherencias part,6
leaderboard,GSRh O +.,7
leaderboard,Esteatohepatitis alcoholica,7
leaderboard,varices pp,4
leaderboard,Enterococcus,3
leaderboard,mioma subseroso,6
leaderboard,Salpinguectomía geu izq lap,11
leaderboard,Trombectomía acm derecha,7
leaderboard,Rubeola NO INMUNE .,9
leaderboard,Anemia carencial,5
leaderboard,carcinoma espinocelular,5
leaderboard,NEFROPATÍA DIABÉTICA,7
leaderboard,GS: A+,6
leaderboard,desgarro grado IIIB,6
leaderboard,Diverticulosis coli,5
leaderboard,Lumbalgia crónica,4
leaderboard,gammaglobulina anti D,6
leaderboard,Miopía magna parto,6
leaderboard,VIH part,4
leaderboard,asma parto,4
leaderboard,adrenalina im,4
leaderboard,Histerectomi,6
leaderboard,Plaquetopenia part,6
leaderboard,RECONVERSIÓN A LAPAROTOMIA,12
leaderboard,Carcinoma de ovario,5
leaderboard,Alergias: Iode-contrastos iodats,13
leaderboard,aguas teñidas,5
leaderboard,fractura maleolo peroneal derecho,7
leaderboard,: B postivo,7
leaderboard,Gastritis parto,4
leaderboard,acromioplastia izq,6
leaderboard,Grupo sanguineo: O (+),8
leaderboard,Policitemia vera,6
leaderboard,Hidrosadenitis,6
leaderboard,Linfadenectomía axilar izquierda,7
leaderboard,Epilepsia focal,4
leaderboard,MASTECTOMÍA MAMA DERECHA,10
leaderboard,Dèficit psicomotor,6
leaderboard,lumbociatalgia,5
leaderboard,Impedanciometria,6
leaderboard,hipoglucemia dm,5
leaderboard,GS 0 +,5
leaderboard,Hemangioma hepático,6
leaderboard,Herniorrafia umbilical,5
leaderboard,Xoc sèptic 2,9
leaderboard,Hipotensión qx,6
leaderboard,ECOGRAFÍA: Gestación gemelar,7
leaderboard,DTT,4
leaderboard,multiparidad,5
leaderboard,salpinguectomia derecha lap,9
leaderboard,enterovirus,3
leaderboard,Hipermetropia,5
leaderboard,39 semanas,4
leaderboard,Fumadora PART,4
leaderboard,Fibromiàlgia,6
leaderboard,colonoscopia,3
leaderboard,Suero fisiològic,7
leaderboard,cesarea ant anteparto,7
leaderboard,sinusotomia frontal bilateral,7
leaderboard,Ex-fumadora,5
leaderboard,40+3 SG,6
leaderboard,Hipotiroidismo part,4
leaderboard,"Conjuntivitis atòpica aguda, ull no especificat",14
leaderboard,Alérgica a polen,6
leaderboard,Esofagitis,5
leaderboard,Sinus pilonidal,7
leaderboard,migraña con aura parto,6
leaderboard,Quistes hepáticos,4
leaderboard,Prolapso de cúpula vaginal,8
leaderboard,Grupo sanguínea: A Rh positivo,8
leaderboard,desnutrición,3
leaderboard,Hipertensión arterial Insuficiencia renal crónica,7
leaderboard,sd .constitucional,7
leaderboard,Obesidad mórbida part,5
leaderboard,dorsal ancho mama derecha,6
leaderboard,port-a-cath,8
leaderboard,desgarro iii,4
leaderboard,Síndrome polimalformativo,7
leaderboard,dolor abdominal,4
leaderboard,FALTA DE PROGRESION,8
leaderboard,Hipernatremia,4
leaderboard,DGA ANTEPARTO,7
leaderboard,hiperprolactinemia parto,7
leaderboard,metatarsalgia,5
leaderboard,orquiectomía izq,6
leaderboard,caída,3
leaderboard,HIV +,4
leaderboard,Historia de Fractura,5
leaderboard,hh,4
leaderboard,SAHS SEVERO,5
leaderboard,E.coli,5
leaderboard,presentación inestable,4
leaderboard,Retraso psicomotor,4
leaderboard,ECO obstétrica,4
leaderboard,sondatge vesical,6
leaderboard,Extrasístoles ventriculares,7
leaderboard,TAC craneal,4
leaderboard,- Padres consanguíneos,5
leaderboard,Adenopatía,4
leaderboard,Infección de herida quirúrgica,6
leaderboard,incontinenciaurinaria,5
leaderboard,Rendu-Osler,7
leaderboard,Anexectomia bilateral,6
leaderboard,hipotiroidismo,3
leaderboard,HPP,4
leaderboard,Hipertensión arterial -Insuficienta renal crónica,11
leaderboard,Trombocitemia Esencial,7
leaderboard,Amniocentesi,6
leaderboard,ureterohidronefrosis izquierda,7
leaderboard,nebulizados,4
leaderboard,angiodisplasia,5
leaderboard,hiperhomocisteinemia,7
leaderboard,Incontinecia urinaria,7
leaderboard,vasculopatía diabetica,6
leaderboard,nevus melanocítico,6
leaderboard,IUU,4
leaderboard,Hipotiroidismo PARTO,5
leaderboard,Insuficiència mitral,6
leaderboard,epoc con bronquitis aguda,7
leaderboard,hernia umbilical malla,5
leaderboard,placenta previa hemorragia,5
leaderboard,hiperMg,5
leaderboard,nefrectomia,5
leaderboard,AC x FA paroxística,6
leaderboard,Grupo AB negativo,5
leaderboard,nefroureterectomía izquierda laparoscópica,7
leaderboard,pérdida de bienestar fetal,6
leaderboard,cardiomegalia,3
leaderboard,Akin,4
leaderboard,o9912,5
leaderboard,Rubeola : NEGATIVA,8
leaderboard,Otittis media aguda,7
leaderboard,pancreatitis crónica,4
leaderboard,nalga,4
leaderboard,Deslliurament manual de placenta,10
leaderboard,a.e.,6
leaderboard,Historia de Accidente vascular transitorio,7
leaderboard,Retinopatia proliferativa,6
leaderboard,Hipotiroididmo part,8
leaderboard,GS: B positivo,6
leaderboard,polipo endocervical,6
leaderboard,misoprostol Aborto,7
leaderboard,: ex fumador,6
leaderboard,Oligofrenia,5
leaderboard,Alergia Paracetamol,4
leaderboard,celiaquia part,5
leaderboard,EPI,3
leaderboard,ca in situ,5
leaderboard,mastectomía izquierda,4
leaderboard,colpoplastia anteriro,8
leaderboard,hta IRC 5,6
leaderboard,gastritis crónica antral,5
leaderboard,gemelar monocorial - biamniótica,11
leaderboard,esplenectomía,3
leaderboard,: A positivo,6
leaderboard,Polipo endometrial,5
leaderboard,alergia al Nolotil,5
leaderboard,obesidad part,4
leaderboard,Barrett,3
leaderboard,Celulitis eii,5
leaderboard,Plastia anterior fascial,7
leaderboard,bacteremia,4
leaderboard,Eco 2t,5
leaderboard,Hipovitaminosis B12.,8
leaderboard,EPIDIDIMITIS IZQUIERDA,7
leaderboard,sepsis,3
leaderboard,Gestación gemelar anteparto,7
leaderboard,Asma part,4
leaderboard,RMN cerebro,4
leaderboard,Tabaquismo,3
leaderboard,dolor abdominal crónico,5
leaderboard,strip grado II,6
leaderboard,Tietze,6
leaderboard,tto,3
leaderboard,furosemida,3
leaderboard,depresion parto,5
leaderboard,DESVIACIÓN SEPTAL,7
leaderboard,tumorectomía mama der,6
leaderboard,tumorectomía,4
leaderboard,TC de adbomen,7
leaderboard,Espondilolistesis,6
leaderboard,Desnutrición protéico-calórica,10
leaderboard,Historia de adenocarcinoma gástrico,6
leaderboard,Infección vía urinaria,5
leaderboard,VHC part,4
leaderboard,Rpm,4
leaderboard,Depresión rn,5
leaderboard,Hipotiroidismo,3
leaderboard,HTA irc 6,6
leaderboard,ALERGIA sulfamidas,5
leaderboard,Historia de Hemitiroidectomía,7
leaderboard,miomas parto,4
leaderboard,Estat de gastrostomia,7
leaderboard,transversa anteparto,5
leaderboard,Vive sola.,5
leaderboard,estenosis L5-S1,8
leaderboard,nefrectomía derecha,4
leaderboard,Insuficiència renal aguda,7
leaderboard,Teratoma quístico maduro,6
leaderboard,Partos,4
leaderboard,Sdr. Del Tunel Carpiano,10
leaderboard,Tiroiditis parto,5
leaderboard,TAC toràcic,7
leaderboard,taponamiento nasal,4
leaderboard,Anemia posparto,4
leaderboard,carcinoma no microcítico,5
leaderboard,domicilio,3
leaderboard,DIU,3
leaderboard,itu parto,5
leaderboard,hipotiroidismo puerperio,4
leaderboard,epoc infección respiratoria,6
leaderboard,herida incisa cuero cabelludo,6
leaderboard,cesárea rn,5
leaderboard,demencia vascular,4
leaderboard,síndrome ansioso depresivo parto,6
leaderboard,DTT bilateral,5
leaderboard,Inmunoglobulinas,5
leaderboard,Hemangiomas hepáticos,6
leaderboard,Necrosis Avascular de cadera derecha,9
leaderboard,ILE por Trisomía,7
leaderboard,psoriasis guttata parto,7
leaderboard,síndrome ansioso depresivo part,6
leaderboard,migrañas,3
leaderboard,Epilèpsia temporal,7
leaderboard,resección recto,4
leaderboard,Insuficiencia venosa crónica,5
leaderboard,Muguet oral,6
leaderboard,Endometriomas ováricos,7
leaderboard,Pneumònia bacteriana,7
leaderboard,PROLAPSO UTEROVAGINAL,10
leaderboard,salpingooforectomía bilateral,9
leaderboard,HTA ice,5
leaderboard,hta irc terminal,7
leaderboard,DLP,3
leaderboard,40+0 SEMANAS,7
leaderboard,tit,3
leaderboard,Quistes tiroideos,4
leaderboard,Biopsias vesicales,5
leaderboard,TIROIDITIS,6
leaderboard,Grupo Rh madre: A+,8
leaderboard,colon irritable parto,5
leaderboard,Canalización de via periférica,7
leaderboard,pólipo endometrial.,5
leaderboard,Atelectásias,5
leaderboard,Manchester,3
leaderboard,Rinoconjuntivitis alérgica,6
leaderboard,cesárea anterior,4
leaderboard,Esplenectomía,5
leaderboard,Mc cAll,5
leaderboard,intolerancia a la lactosa parto,7
leaderboard,fi,3
leaderboard,sachse,5
leaderboard,ibuprofeno,3
leaderboard,NEOPLASIA VESICAL cara laterla,11
leaderboard,Fumadora parto,4
leaderboard,RCTG NO TRANQUILIZADOR,12
leaderboard,parto gemelos,4
leaderboard,O positiv,5
leaderboard,Bypass gástrico,5
leaderboard,ansiedad 3t,5
leaderboard,CIN 2,4
leaderboard,Alérgica a sulfamidas,7
leaderboard,Cordón largo,5
leaderboard,Vasa previa,5
leaderboard,Alergia ácaros,4
leaderboard,Retard psicomotor,5
leaderboard,Histerctomia,5
leaderboard,REBA,4
leaderboard,Ca cérvix,4
leaderboard,Scarf izquierdo,5
leaderboard,"Grupo sanguíneo: A, Rh: NEGATIVO",10
leaderboard,Legrado endometrial,5
leaderboard,INSTILACIÓN PREOPERATORIA DE MMC,12
leaderboard,Desgarro II.,6
leaderboard,Migraña parto,4
leaderboard,neumonías de repetición,5
leaderboard,vejiga neurogena,5
leaderboard,Líquido teñido de meconio,8
leaderboard,multiparidad anteparto,7
leaderboard,Gardnerella,4
leaderboard,Klebsiela pneumoniae,6
leaderboard,Irritabilitat,6
leaderboard,quistes paratubárico,7
leaderboard,tac abdominopelvico,6
leaderboard,infeccion pstraumatica,6
leaderboard,RMN pélvica,4
leaderboard,anemia puerperal,4
leaderboard,DM 2 parto,5
leaderboard,Anemia parto,4
leaderboard,antibiótica,3
leaderboard,fisura anal part,5
leaderboard,Preeclampsia part,5
leaderboard,Ecografía transvaginal,4
leaderboard,RX ABDOMEN,4
leaderboard,Aborto completo,5
leaderboard,Cuerpo lúteo ovario izquierdo,7
leaderboard,Perthes,4
leaderboard,MIOCARDIOPATÍA HIPERTRÓFICA,9
leaderboard,Alergia a AMOXICILINA,7
leaderboard,Fistula recto vaginal,7
leaderboard,gea,4
leaderboard,HIPERLIPIDÈMIES,9
leaderboard,esplenomegalia,3
leaderboard,arritmia fetal,4
leaderboard,Eco ABD,4
leaderboard,ALERGIAS: Amoxicilina,6
leaderboard,: Obito fetal,7
leaderboard,Apgar,3
leaderboard,Inhibicion de lactancia,7
leaderboard,ALERGIAS: METAMIZOL,6
leaderboard,INFECCIÓN RESPIRATORIA AGUDA,5
leaderboard,Ex-enolismo severo,7
leaderboard,Teratoma Ovarico Derecho,8
leaderboard,Celestone IM,6
leaderboard,Asma 3t,5
leaderboard,colocación de PAC,5
leaderboard,32.5 semanas,6
leaderboard,Epilepsia generalizada,4
leaderboard,HIPERACTIVIDAD DEL DETRUSOR,11
leaderboard,Vitíligo parto,6
leaderboard,Fumadora 3t,5
leaderboard,Grupo sanguíneo: A,6
leaderboard,Gestación tubárica derecha,7
leaderboard,protusión discal L4-L5,10
leaderboard,Metástasis óseas,4
leaderboard,LTB,4
leaderboard,mioma,3
leaderboard,Cesárea ant,4
leaderboard,Síndrome ansioso-depresivo parto,7
leaderboard,Linfadenectomía axilar,6
leaderboard,PTC rodilla derecha,6
leaderboard,sordomudo,6
leaderboard,Artritis psoriásica,4
leaderboard,fumadora 3t,5
leaderboard,Biopsia Renal,4
leaderboard,Insuficia renal crónica,7
leaderboard,Lumbociatalgia,6
leaderboard,Apendicectomia incidental,6
leaderboard,hta ice,6
leaderboard,Fiebre puerperal,4
leaderboard,Carcinoma tubular,4
leaderboard,Adenocarcinoma in situ,5
leaderboard,quiste sebáceo,5
leaderboard,ILE por Trisomia 21,8
leaderboard,Historia de COVID19,6
leaderboard,fibroadenoma,4
leaderboard,Anexectomía bilateral LAPAROSCOPIA,11
leaderboard,Leiomioma uterino intramural,9
leaderboard,CIN 1 parto,5
leaderboard,cistoprostatectomía,7
leaderboard,mtx pulmona,6
leaderboard,.Mellitus,6
leaderboard,mastectomía bilateral,4
leaderboard,Agenesia renal derecha,6
leaderboard,Desgarro de segundo grado,7
leaderboard,Urticaria crónica parto,6
leaderboard,Ingesta accidental de cáustico,8
leaderboard,pna,4
leaderboard,CARCINOMA EPIDERMOIDE,8
leaderboard,anexectomía bilateral,5
leaderboard,"Grupo sanguíneo: O, rh: positivo",10
leaderboard,Estreñimiento parto,4
leaderboard,INR lábil,5
leaderboard,Polisomnografia,6
leaderboard,Crisis comiciales generalizadas,6
leaderboard,Estenosis canal lumbar,5
leaderboard,GSRH O+.,6
leaderboard,35+6 SEMANAS,7
leaderboard,DISCECTOMÍA L4,8
leaderboard,quirúrgica,3
leaderboard,"Grupo sanguíneo O, Rh positivo",8
leaderboard,Vaginosis bacteriana,5
leaderboard,40 + 5 semanas,6
leaderboard,anquiloglosia,6
leaderboard,vaginits parto,6
leaderboard,"O, negativo",5
leaderboard,anemia parto,4
leaderboard,sd antifosfolipido,7
leaderboard,Artropatia degenerativa,5
leaderboard,Neumonia COVID parto,5
leaderboard,migrañas sin aura parto,6
leaderboard,acromioplastia dreta,6
leaderboard,mtx ganglio paraortico,8
leaderboard,insuf resp aguda,5
leaderboard,Linfadenectomia axilar,6
leaderboard,obsesidad,4
leaderboard,FACO + LIO,6
